WigleWifi-1.4,appRelease=2.26,model=EVA-L09,release=7.0,device=HWEVA,display=EVA-L09C576B386,board=EVA,brand=HUAWEI
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:15:3a:3c,Ariel_University,[ESS],2017-11-09 10:49:42,44,-76,32.10204525160042,35.20976931629616,714.0476439125243,4,WIFI
fc:3f:db:9c:36:3d,DIRECT-5C-HP DeskJet 3630 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-09 10:49:47,6,-79,32.10205020558488,35.209683752774815,713.7499959122509,4,WIFI
00:27:19:e8:ed:58,AUC,[ESS],2017-11-09 10:49:50,9,-86,32.10205436667579,35.20963217393405,713.5452256826952,4,WIFI
1c:b9:c4:15:3a:38,Ariel_University,[ESS],2017-11-09 10:49:53,11,-79,32.102059030632574,35.209583024221516,713.2791370127215,4,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],2017-11-09 10:49:53,6,-89,32.102059030632574,35.209583024221516,713.2791370127215,4,WIFI
a0:8c:fd:0a:d5:f5,DIRECT-F4-HP DeskJet 3630 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-09 10:50:01,6,-76,32.102074839509825,35.209452506388594,712.3646265696865,4,WIFI
1c:b9:c4:14:2b:d8,Ariel_University,[ESS],2017-11-09 10:50:05,1,-84,32.10209079966363,35.209375927598515,711.951618628097,4,WIFI
1c:b9:c4:94:2f:67,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:50:07,36,-81,32.102100612952256,35.20934046495686,711.768997981574,4,WIFI
1c:b9:c4:14:2f:6c,Ariel_University,[ESS],2017-11-09 10:50:07,36,-81,32.102100612952256,35.20934046495686,711.768997981574,4,WIFI
00:27:19:e8:ed:58,AUC,[ESS],2017-11-09 10:50:09,9,-80,32.10211070782754,35.2093074801515,711.6329997325852,4,WIFI
1c:b9:c4:14:2b:dc,Ariel_University,[ESS],2017-11-09 10:50:09,36,-85,32.10211070782754,35.2093074801515,711.6329997325852,4,WIFI
1c:b9:c4:15:3a:38,Ariel_University,[ESS],2017-11-09 10:50:11,11,-73,32.1021235551333,35.20927277751953,711.5478899313099,4,WIFI
1c:b9:c4:14:2b:d8,Ariel_University,[ESS],2017-11-09 10:50:13,1,-79,32.102135535456384,35.20924983835446,711.5301507959086,4,WIFI
48:ee:0c:3e:86:dd,tachlit3,[WPA2-PSK-CCMP][ESS],2017-11-09 10:50:13,7,-88,32.102135535456384,35.20924983835446,711.5301507959086,4,WIFI
1c:b9:c4:14:2b:dc,Ariel_University,[ESS],2017-11-09 10:50:15,36,-77,32.102150161798725,35.20923460524832,711.5603802515426,4,WIFI
1c:b9:c4:14:2b:dc,Ariel_University,[ESS],2017-11-09 10:50:19,36,-70,32.10217745993421,35.20920770305468,711.6248355109961,4,WIFI
1c:b9:c4:14:2b:d8,Ariel_University,[ESS],2017-11-09 10:50:20,1,-73,32.10218622956923,35.20919962632098,711.6308010011018,4,WIFI
a0:8c:fd:0a:d5:f5,DIRECT-F4-HP DeskJet 3630 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-09 10:50:22,6,-71,32.10220476340033,35.209183544865546,711.6649916662298,4,WIFI
1c:b9:c4:14:2b:d8,Ariel_University,[ESS],2017-11-09 10:50:22,1,-68,32.10220476340033,35.209183544865546,711.6649916662298,4,WIFI
1c:b9:c4:14:2b:dc,Ariel_University,[ESS],2017-11-09 10:50:26,36,-63,32.10225077939713,35.20915587998701,711.7936112673115,4,WIFI
1c:b9:c4:94:2b:d7,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:50:26,36,-69,32.10225077939713,35.20915587998701,711.7936112673115,4,WIFI
1c:b9:c4:14:2b:dc,Ariel_University,[ESS],2017-11-09 10:50:28,36,-54,32.10228571196613,35.209137396989796,711.8707340887047,4,WIFI
1c:b9:c4:14:2b:d8,Ariel_University,[ESS],2017-11-09 10:50:31,1,-62,32.102313911933386,35.20912526390681,711.9698958589837,6,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],2017-11-09 10:50:33,6,-83,32.10233797231933,35.2091175318318,712.03750350027,6,WIFI
1c:b9:c4:16:f4:7c,Ariel_University,[ESS],2017-11-09 10:50:33,36,-84,32.10233797231933,35.2091175318318,712.03750350027,6,WIFI
1c:b9:c4:16:28:fc,Ariel_University,[ESS],2017-11-09 10:50:36,36,-69,32.102370090392526,35.20910117688421,712.1103352766307,6,WIFI
1c:b9:c4:94:2b:d7,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:50:38,36,-58,32.10238845233394,35.20909326688254,712.1846681921916,6,WIFI
1c:b9:c4:96:f4:77,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:50:41,36,-81,32.10244960868285,35.209070903057544,712.417392130157,6,WIFI
1c:b9:c4:14:2c:18,Ariel_University,[ESS],2017-11-09 10:50:41,1,-86,32.10244960868285,35.209070903057544,712.417392130157,6,WIFI
1c:b9:c4:96:28:f7,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:50:45,36,-73,32.10251222345109,35.20905049744144,712.963906293768,6,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],2017-11-09 10:50:55,6,-78,32.10261606497189,35.20901962105242,714.3025084946377,4,WIFI
1c:b9:c4:16:f4:7c,Ariel_University,[ESS],2017-11-09 10:50:55,36,-79,32.10261606497189,35.20901962105242,714.3025084946377,4,WIFI
1c:b9:c4:14:2c:1c,Ariel_University,[ESS],2017-11-09 10:50:55,36,-84,32.10261606497189,35.20901962105242,714.3025084946377,4,WIFI
1c:b9:c4:14:2f:6c,Ariel_University,[ESS],2017-11-09 10:50:57,36,-75,32.102631122216565,35.209011152624235,714.5553819143753,4,WIFI
1c:b9:c4:14:33:cc,Ariel_University,[ESS],2017-11-09 10:50:57,36,-71,32.102631122216565,35.209011152624235,714.5553819143753,4,WIFI
1c:b9:c4:14:2c:1c,Ariel_University,[ESS],2017-11-09 10:50:57,36,-79,32.102631122216565,35.209011152624235,714.5553819143753,4,WIFI
1c:b9:c4:94:33:c7,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:50:57,36,-72,32.102631122216565,35.209011152624235,714.5553819143753,4,WIFI
1c:b9:c4:94:30:37,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:50:57,44,-80,32.102631122216565,35.209011152624235,714.5553819143753,4,WIFI
1c:b9:c4:14:2c:18,Ariel_University,[ESS],2017-11-09 10:50:59,1,-76,32.102648853179005,35.208999428392374,714.8346216545515,4,WIFI
1c:b9:c4:14:2f:6c,Ariel_University,[ESS],2017-11-09 10:50:59,36,-70,32.102648853179005,35.208999428392374,714.8346216545515,4,WIFI
1c:b9:c4:14:30:38,Ariel_University,[ESS],2017-11-09 10:50:59,1,-80,32.102648853179005,35.208999428392374,714.8346216545515,4,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],2017-11-09 10:51:01,6,-68,32.102667578243796,35.20898430967325,715.158346589361,4,WIFI
1c:b9:c4:14:2f:6c,Ariel_University,[ESS],2017-11-09 10:51:03,36,-63,32.10268982494995,35.20897120756239,715.510165275329,4,WIFI
1c:b9:c4:94:2f:67,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:51:03,36,-64,32.10268982494995,35.20897120756239,715.510165275329,4,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],2017-11-09 10:51:05,6,-61,32.1027165751154,35.208960019730014,715.9011946008485,4,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],2017-11-09 10:51:11,6,-50,32.1027836240893,35.20893138443371,717.2073211233187,4,WIFI
1c:b9:c4:14:2f:6c,Ariel_University,[ESS],2017-11-09 10:51:11,36,-45,32.1027836240893,35.20893138443371,717.2073211233187,4,WIFI
8c:0c:90:2d:75:e8,Ariel_University,[ESS],2017-11-09 10:51:11,1,-88,32.1027836240893,35.20893138443371,717.2073211233187,4,WIFI
1c:b9:c4:16:f4:7c,Ariel_University,[ESS],2017-11-09 10:51:22,36,-70,32.10289741121584,35.20887708365604,719.0814484684237,4,WIFI
1c:b9:c4:92:7c:c7,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:51:22,36,-82,32.10289741121584,35.20887708365604,719.0814484684237,4,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],2017-11-09 10:51:22,44,-86,32.10289741121584,35.20887708365604,719.0814484684237,4,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS],2017-11-09 10:51:28,1,-78,32.102980803982476,35.208860341694106,720.0197348916648,4,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],2017-11-09 10:51:32,11,-87,32.1030292994949,35.20886740869201,720.6383802265087,4,WIFI
34:8f:27:a0:8c:17,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:51:36,36,-80,32.103076459080015,35.20885565463462,721.426910573659,4,WIFI
1c:b9:c4:12:7c:cc,Ariel_University,[ESS],2017-11-09 10:51:40,36,-78,32.103118686970035,35.20884218893802,722.2581761729379,4,WIFI
8c:0c:90:ad:75:e3,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:51:40,1,-91,32.103118686970035,35.20884218893802,722.2581761729379,4,WIFI
1c:b9:c4:12:7c:cc,Ariel_University,[ESS],2017-11-09 10:51:42,36,-73,32.10313985874657,35.20883338155446,722.7005559052519,4,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-09 10:51:46,1,-72,32.103174644765524,35.20882457574893,723.6084735050107,4,WIFI
1c:b9:c4:12:7c:cc,Ariel_University,[ESS],2017-11-09 10:51:46,36,-68,32.103174644765524,35.20882457574893,723.6084735050107,4,WIFI
1c:b9:c4:12:7c:cc,Ariel_University,[ESS],2017-11-09 10:51:50,36,-59,32.1032213047127,35.20883107249474,724.3181483579289,4,WIFI
8c:0c:90:2d:75:e8,Ariel_University,[ESS],2017-11-09 10:51:50,1,-71,32.1032213047127,35.20883107249474,724.3181483579289,4,WIFI
f8:d1:11:77:77:c6,HelpDesk,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-09 10:51:50,4,-70,32.1032213047127,35.20883107249474,724.3181483579289,4,WIFI
1c:b9:c4:92:7c:c7,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:51:54,36,-64,32.103247452000744,35.20884573883822,724.5774730455641,4,WIFI
8c:0c:90:ad:75:e3,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:51:54,1,-79,32.103247452000744,35.20884573883822,724.5774730455641,4,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS],2017-11-09 10:52:21,40,-59,32.10346858908263,35.20880757324833,724.8909895385048,16,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-09 10:52:21,1,-65,32.10346858908263,35.20880757324833,724.8909895385048,16,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS],2017-11-09 10:52:21,40,-53,32.10346858908263,35.20880757324833,724.8909895385048,16,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-09 10:52:21,1,-60,32.10346858908263,35.20880757324833,724.8909895385048,16,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS],2017-11-09 10:52:21,40,-48,32.10346858908263,35.20880757324833,724.8909895385048,16,WIFI
ec:8c:a2:88:94:17,,[WPA2-PSK-CCMP][ESS],2017-11-09 10:52:21,40,-55,32.10346858908263,35.20880757324833,724.8909895385048,16,WIFI
