Mac nameDiff Lat,Diff Lon,Diff Alt,
cc:b2:55:e7:7e:ba,0.0,0.0,0.0,
cc:fa:00:ae:93:46,0.0,0.0,0.0,
d0:0f:6d:f1:35:2f,0.0,0.0,0.0,
d0:bf:9c:db:31:30,1.273359786182482E-4,5.792819966643492E-5,3.5349123611783853,
d0:d4:12:68:5b:ca,0.0,0.0,0.0,
d8:5d:4c:9e:69:22,3.648712424109135E-5,8.91364167756592E-5,2.306839662722723,
d8:fe:e3:03:5a:31,0.0,0.0,0.0,
e4:95:6e:40:87:1a,0.0,0.0,0.0,
e6:46:da:e4:84:c0,0.0,0.0,0.0,
e8:94:f6:d5:98:86,0.0,0.0,0.0,
ec:8c:a2:26:d3:68,4.940715163215259E-4,5.060960928915392E-4,1.68922655944516,
ec:8c:a2:88:7a:17,2.3370925607935078E-4,0.0010173892659537387,6.448257633166463,
ec:9b:f3:26:ab:3a,7.105427357601002E-15,0.0,0.0,
f8:a9:d0:66:06:4d,0.0,0.0,0.0,
f8:d1:11:77:77:c6,3.4923810682840895E-4,2.848546884521852E-4,5.071628571020938,
f8:e7:1e:33:87:38,2.1483933159771595E-4,6.174616164855706E-5,0.62801092783684,
f8:e9:03:12:ef:3b,0.0,0.0,0.0,
f8:e9:03:12:ef:3c,0.0,0.0,0.0,
fc:3f:db:9c:36:3d,0.0,0.0,0.0,

Average latitude : 0.0018037338796919045
Average longitude : 0.0017347971689751773
Average altitude : 23.347043544789642
