Index,Mac Name,Number of macSSID,Frequency,Signal,Lat,Lon,Alt,Time,
0,00:02:6f:8e:64:67,1, ,-91.0,32.10419361,35.20917533,685.0,Sun Dec 03 08:54:00 IST 2017, Approx. w-center algo1
1,00:11:6b:11:02:b7,1,yosh,-81.0,32.10199722,35.2098381,693.0,Sun Dec 03 08:54:48 IST 2017, Approx. w-center algo1
2,00:11:6b:11:7e:0c,2,yosh,-93.0,32.104653167283665,35.210920243042985,691.3914040114612,Sun Dec 03 08:53:36 IST 2017, Approx. w-center algo1
3,00:18:25:12:72:f0,1,Coolnet-Hotspot,-92.0,32.102838751582816,35.209782211668895,708.2738390199131,Sun Dec 03 09:04:45 IST 2017, Approx. w-center algo1
4,00:1a:dd:f5:df:c5,1,Afikim_Wifi,-87.0,32.10475343,35.21007474,689.0,Sun Dec 03 08:53:42 IST 2017, Approx. w-center algo1
5,00:1d:aa:81:d8:3c,4,KCG-ADSL,-88.0,32.1029168793515,35.20993974911516,698.9250664084396,Sun Dec 03 08:54:54 IST 2017, Approx. w-center algo1
6,00:27:22:f3:bb:2b,1, ,-87.0,32.1036535872341,35.21010138636458,710.6710794188068,Sun Dec 03 09:06:10 IST 2017, Approx. w-center algo1
7,02:21:5c:af:69:82,1,DIRECT-IRDESKTOP-ETE41T5msTU,-90.0,32.10262449933767,35.20987440650553,707.9141706050168,Sun Dec 03 09:04:24 IST 2017, Approx. w-center algo1
8,1c:b9:c4:12:7c:c8,2,Ariel_University,-73.0,32.10295457,35.208804300000004,686.0,Sun Dec 03 08:54:15 IST 2017, Approx. w-center algo1
9,1c:b9:c4:12:90:b8,4,Ariel_University,-87.0,32.10315651767399,35.20952905002042,690.808214347335,Sun Dec 03 08:54:21 IST 2017, Approx. w-center algo1
10,1c:b9:c4:12:af:78,4,Ariel_University,-79.0,32.103195765488245,35.20988176878909,701.7107760412251,Sun Dec 03 08:55:11 IST 2017, Approx. w-center algo1
11,1c:b9:c4:12:af:7c,2,Ariel_University,-77.0,32.102984973516946,35.2096647694766,704.8276915373227,Sun Dec 03 09:02:19 IST 2017, Approx. w-center algo1
12,1c:b9:c4:14:2b:88,3,Ariel_University,-86.0,32.10337661635241,35.20995868214746,698.3196084604081,Sun Dec 03 08:55:11 IST 2017, Approx. w-center algo1
13,1c:b9:c4:14:2b:8c,1,Ariel_University,-82.0,32.10332786597918,35.20965551102127,704.8397895237058,Sun Dec 03 09:03:19 IST 2017, Approx. w-center algo1
14,1c:b9:c4:14:2b:c8,3,Ariel_University,-90.0,32.10484981771547,35.211049231927326,693.9879864159316,Sun Dec 03 08:53:39 IST 2017, Approx. w-center algo1
15,1c:b9:c4:14:2b:d8,2,Ariel_University,-84.0,32.10220501425742,35.20936592497334,689.6115765422695,Sun Dec 03 08:54:36 IST 2017, Approx. w-center algo1
16,1c:b9:c4:14:2b:dc,2,Ariel_University,-74.0,32.10219234,35.20946628000001,690.0,Sun Dec 03 08:54:36 IST 2017, Approx. w-center algo1
17,1c:b9:c4:14:2c:38,1,Ariel_University,-76.0,32.10274869091711,35.20982946116112,708.1143382027363,Sun Dec 03 09:04:39 IST 2017, Approx. w-center algo1
18,1c:b9:c4:14:2c:3c,2,Ariel_University,-77.0,32.10270218508834,35.20982755214132,710.1110186443369,Sun Dec 03 09:04:15 IST 2017, Approx. w-center algo1
19,1c:b9:c4:14:2f:68,5,Ariel_University,-90.0,32.10263208386727,35.20899161857339,687.5512236891848,Sun Dec 03 08:54:21 IST 2017, Approx. w-center algo1
20,1c:b9:c4:14:30:38,4,Ariel_University,-87.0,32.10310980632015,35.20987956149183,701.817981452032,Sun Dec 03 08:55:11 IST 2017, Approx. w-center algo1
21,1c:b9:c4:14:30:3c,1,Ariel_University,-76.0,32.10296049325714,35.20969913393224,702.1428799579676,Sun Dec 03 09:00:27 IST 2017, Approx. w-center algo1
22,1c:b9:c4:14:33:c8,3,Ariel_University,-84.0,32.10259991119283,35.20909940317963,688.8197664584148,Sun Dec 03 08:54:24 IST 2017, Approx. w-center algo1
23,1c:b9:c4:14:33:cc,1,Ariel_University,-86.0,32.10244119,35.20884914,686.0,Sun Dec 03 08:54:33 IST 2017, Approx. w-center algo1
24,1c:b9:c4:15:1c:b8,4,Ariel_University,-89.0,32.10385179783402,35.210022168124276,696.2530309269264,Sun Dec 03 08:54:00 IST 2017, Approx. w-center algo1
25,1c:b9:c4:15:1c:bc,1,Ariel_University,-84.0,32.10371197783737,35.21003935734618,711.0753764021061,Sun Dec 03 09:06:49 IST 2017, Approx. w-center algo1
26,1c:b9:c4:15:1e:68,2,Ariel_University,-86.0,32.102505779588284,35.20955531051899,690.8556103218325,Sun Dec 03 08:54:42 IST 2017, Approx. w-center algo1
