Mac nameDiff Lat,Diff Lon,Diff Alt,
Wed May 12 11:48:00 IST 17,0.0013691809462557103,0.0015621872241879942,10.28569660615699,
Wed May 12 11:48:00 IST 17,2.776119741696448E-4,4.090027855099265E-4,1.5039509838562708,
Wed May 12 11:48:00 IST 17,6.153801260779801E-4,4.769003017202067E-4,6.673365113353952,
Wed May 12 11:48:00 IST 17,32.10360660238708,35.20955386277581,699.6190299394904,
Wed May 12 11:48:00 IST 17,4.5283026017273187E-4,2.7794721040663717E-4,1.6588780003473858,
Wed May 12 11:48:00 IST 17,5.717216751577325E-6,3.9638152623666656E-4,4.613623459534892,
Wed May 12 11:48:00 IST 17,1.540935553379086E-5,8.135188004132488E-5,2.354545453036735,
Wed May 12 11:48:00 IST 17,2.4670284863503866E-4,2.4051519840639912E-4,6.724672569226982,
Wed May 12 11:48:00 IST 17,2.0987986607678977E-4,2.1870535782397837E-5,2.634687497628306,
Wed May 12 11:49:00 IST 17,0.0010063886926801047,4.488533305675446E-4,18.03329253192578,
Wed May 12 11:49:00 IST 17,0.0013120923973204413,6.790479721416887E-4,21.786556191868954,
Wed May 12 11:49:00 IST 17,8.904810944940778E-4,3.4174534751940655E-4,0.06865082893750696,
Wed May 12 11:49:00 IST 17,5.449045445260481E-4,5.45186171621026E-5,9.260970877264981,
Wed May 12 11:49:00 IST 17,32.10423095081165,35.20923476739911,685.7144291138808,
Wed May 12 11:49:00 IST 17,32.10423095081165,35.20923476739911,685.7144291138808,
Wed May 12 11:49:00 IST 17,6.027475328451715E-4,1.2836927937343035E-4,12.647043862666465,
Wed May 12 11:49:00 IST 17,3.0258360751389546E-4,3.3780979002528966E-5,5.582537225736019,
Wed May 12 11:49:00 IST 17,5.533316016297363E-4,0.0010320204492728635,0.08454476581755443,
Wed May 12 11:49:00 IST 17,2.249738754755981E-5,9.415359022568737E-5,0.48721560788169427,
Wed May 12 11:49:00 IST 17,1.8274783144534013E-6,5.0869267553821373E-5,0.285570886119217,
Wed May 12 11:49:00 IST 17,1.8183506695379492E-4,3.595547224151119E-4,8.842597359054821,
Wed May 12 11:49:00 IST 17,3.2374369627774513E-4,8.951963056986756E-4,6.550407151027343,
Wed May 12 11:49:00 IST 17,2.633594300363029E-4,4.116738518149532E-4,1.107758282941404,
Wed May 12 11:49:00 IST 17,1.9196036051738474E-4,1.7444922755061043E-4,0.5658932227069045,
Wed May 12 11:50:00 IST 17,32.103413836232335,35.20986344452471,707.724798867243,
Wed May 12 11:50:00 IST 17,5.622919298247098E-4,3.848554946443983E-4,13.362031817070374,
Wed May 12 11:50:00 IST 17,5.517314112211125E-4,8.226412492646773E-4,22.903585176205297,
Wed May 12 11:50:00 IST 17,8.059004343294873E-4,6.425611913769558E-4,22.058132200576324,
Wed May 12 11:50:00 IST 17,32.103413836232335,35.20986344452471,707.724798867243,
Wed May 12 11:50:00 IST 17,32.103413836232335,35.20986344452471,707.724798867243,
Wed May 12 11:50:00 IST 17,32.103413836232335,35.20986344452471,707.724798867243,
Wed May 12 11:50:00 IST 17,32.103413836232335,35.20986344452471,707.724798867243,
Wed May 12 11:50:00 IST 17,2.789163726291122E-4,4.0229865140162246E-4,10.954319074748582,

Average latitude : 7.783052333054679
Average longitude : 8.53599282928445
Average altitude : 175.7788608863381
